,TCGA-05-4244-01
12189,3.1073
12190,0.7351
12191,0.181
12192,4.262600000000001
12193,-2.5092
12194,-0.7030999999999998
12195,4.100900000000001
12196,1.4572
12197,4.783800000000001
12198,-0.4975
12199,-0.7165
12200,0.9796
12201,1.8946
12202,-0.6961
12203,-0.5608
12204,-1.013
12205,2.2411
12206,0.6562
12207,-2.3886
12208,1.4122
12209,-5.9155
12210,-2.1876
12211,5.0539000000000005
12212,-0.5529
12213,2.8242
12214,-0.217
12215,-1.6587
12216,1.4804
12217,5.433
12218,5.307500000000001
12219,0.2058999999999999
12220,9.542
12221,2.2209
12222,-0.9594
12223,2.9864
12224,2.5592
12225,5.442400000000001
12226,-0.2625
12227,4.4046
12228,3.4331
12229,2.5404
12230,-0.8946
12231,0.6799999999999999
12232,2.7374
12233,3.9099
12234,5.956900000000001
12235,3.4038
12236,1.4041
12237,-0.5437
12238,0.0384999999999999
12239,5.0229
12240,-2.0546999999999995
12241,-1.152
12242,4.342500000000001
12243,-0.6431
12244,6.297599999999999
12245,0.0709
12246,0.3399
12247,0.0226
12248,-0.1366
12249,-2.522
12250,-4.0123
12251,-2.2481
12252,-1.8968000000000005
12253,-2.9524
12254,-3.1308
12255,-3.0754
12256,-1.7829
12257,-4.979899999999999
12258,2.6441
12259,0.2965
12260,1.9502
12261,-1.0888
12262,-4.1733
12263,-1.9236
12264,1.5877
12265,-2.633
12266,1.5387999999999995
12267,-1.2481
12268,4.01
12269,-0.8351
12270,-3.9206
12271,3.3707
12272,-6.274099999999999
12273,0.2979
12274,4.1181
12275,-2.3742
12276,-2.7635
12277,1.8676
12278,-3.4075
12279,-0.1480132112414857
12280,-2.8398
12281,-0.4041
12282,0.2442999999999999
12283,6.007300000000001
12284,3.7515
12285,4.9609000000000005
12286,-0.1480132112414857
12287,-0.1355
12288,8.0311
12289,-7.8673
12290,0.6301
12291,-1.6823
12292,-0.5598
12293,1.2926999999999995
12294,2.5032
12295,-1.0154
12296,-2.8258
12297,-3.7737
12298,-7.117799999999999
12299,-1.8767
12300,-2.5644
12301,-0.9177
12302,-0.1175
12303,1.4667
12304,-4.956
12305,5.754300000000001
12306,1.7286999999999997
12307,1.9077
12308,0.3005
12309,-0.1342
12310,0.2267
12311,-3.0096
12312,4.0542
12313,3.4615
12314,0.5245
12315,3.6985
12316,-1.5124
12317,0.4065
12318,1.3854
12319,-1.1249000000000002
12320,-1.3074
12321,-4.674799999999999
12322,-2.6768
12323,-0.8938
12324,-0.9729
12325,1.0333
12326,1.8516
12327,-2.8971
12328,-1.8062
12329,0.7547000000000001
12330,-2.0893000000000006
12331,0.8611
12332,-3.3848
12333,16.4426
12334,6.5099
12335,-0.1480132112414857
12336,-1.3307
12337,2.6264
12338,-0.2995
12339,-0.1480132112414857
12340,0.2454
12341,-1.5767
12342,3.7125
12343,-4.123999999999999
12344,-0.1480132112414857
12345,-1.2691
12346,0.5768
12347,-2.6714
12348,-3.8103
12349,-3.8226
12350,-1.6687
12351,1.8152
12352,-21.1285
12353,-0.1480132112414857
12354,-2.2676
12355,-1.4315
12356,-2.3235
12357,-0.1480132112414857
12358,-0.1480132112414857
12359,-3.3718000000000004
12360,-0.1480132112414857
12361,2.2852
12362,-0.1480132112414857
12363,-0.1480132112414857
12364,-2.9102
12365,-0.1480132112414857
12366,-0.1480132112414857
12367,-0.1480132112414857
12368,-0.1480132112414857
12369,-0.1480132112414857
12370,83.1357
12371,-0.1480132112414857
12372,-0.1480132112414857
12373,-0.1480132112414857
12374,-0.1480132112414857
12375,-0.1480132112414857
12376,-12.8159
12377,-0.1480132112414857
12378,-0.1480132112414857
12379,-0.1480132112414857
12380,-6.2273
12381,-2.2471
12382,-0.1480132112414857
12383,-0.1480132112414857
12384,-0.1480132112414857
12385,-1.7306
12386,-0.1480132112414857
12387,-0.1480132112414857
12388,-0.1480132112414857
12389,-2.9733
12390,-49.0466
12391,-1.1228
12392,-0.1480132112414857
12393,-1.4398
12394,-1.8161000000000005
12395,-0.1480132112414857
12396,-0.1480132112414857
12397,-0.1480132112414857
12398,-0.5196
12399,-0.1480132112414857
12400,-0.1480132112414857
12401,-0.1480132112414857
12402,-2.9822
12403,-0.1480132112414857
12404,-2.925
12405,-0.1480132112414857
12406,-0.1480132112414857
12407,-4.3361
12408,-0.1480132112414857
12409,4.171100000000001
12410,-0.1480132112414857
12411,-0.1480132112414857
12412,-4.584199999999999
12413,-0.1480132112414857
12414,-0.1480132112414857
12415,-0.1480132112414857
12416,-3.3262
12417,-2.3041
12418,-0.1480132112414857
12419,-0.1480132112414857
12420,-4.800099999999999
12421,-2.9545
12422,-2.7242
12423,-5.8782
12424,-0.1480132112414857
12425,-0.1480132112414857
12426,-2.8189
12427,-1.0952
12428,-4.3148
12429,-3.831
12430,-0.1480132112414857
12431,-3.1074
12432,-7.640699999999999
12433,-3.1555
12434,-1.3257
12435,-0.1480132112414857
12436,-6.004899999999999
12437,-0.1480132112414857
12438,-2.3537
12439,-0.1480132112414857
12440,-0.1480132112414857
12441,-3.4516
12442,-0.2155
12443,-3.3628
12444,-1.4708
12445,-1.6393
12446,-0.5213
12447,-0.1480132112414857
12448,0.7939
12449,-1.4011
12450,-1.3566
12451,-0.1480132112414857
12452,-4.0086
12453,-0.1480132112414857
12454,-0.1480132112414857
12455,-1.6186
12456,-0.1480132112414857
12457,-0.1480132112414857
12458,-1.5274
12459,-1.8328
12460,-2.3434
12461,-3.1373
12462,-0.1480132112414857
12463,-0.1480132112414857
12464,-0.1480132112414857
12465,-0.1480132112414857
12466,-0.1480132112414857
12467,-0.1480132112414857
12468,-0.1480132112414857
12469,-1.2014
12470,-0.1480132112414857
12471,-0.1480132112414857
12472,-3.5358
12473,-2.7474
12474,-2.0424
12475,-3.5279
12476,-0.1480132112414857
12477,-0.1480132112414857
12478,-0.1480132112414857
12479,-0.1480132112414857
12480,-0.1480132112414857
12481,-0.1480132112414857
12482,-0.1480132112414857
12483,-0.1480132112414857
12484,1.0569
12485,-0.1480132112414857
12486,-0.1480132112414857
12487,-0.1480132112414857
12488,-0.1480132112414857
12489,-0.1480132112414857
12490,-0.1480132112414857
12491,-0.1480132112414857
12492,-3.7646
12493,-6.169699999999999
12494,-0.1480132112414857
12495,-0.1480132112414857
12496,-0.1480132112414857
12497,-0.1480132112414857
12498,-0.1480132112414857
12499,-2.3544
12500,-0.1480132112414857
12501,-0.1480132112414857
12502,-3.0205
12503,-0.1480132112414857
12504,-0.1480132112414857
12505,-0.1480132112414857
12506,-4.0215
12507,-0.2492
12508,-0.1480132112414857
12509,-0.1480132112414857
12510,-0.1480132112414857
12511,-0.1480132112414857
12512,-0.1480132112414857
12513,-0.1480132112414857
12514,-0.1480132112414857
12515,-0.1480132112414857
12516,-0.1480132112414857
12517,-0.1480132112414857
12518,-0.1480132112414857
12519,-0.1480132112414857
12520,-0.1480132112414857
12521,-0.1480132112414857
12522,-0.1480132112414857
12523,-1.3365
12524,-0.1480132112414857
12525,-0.1480132112414857
12526,-36.2761
12527,-0.1480132112414857
12528,-0.1480132112414857
12529,-4.4597
12530,-0.1480132112414857
12531,-3.5935000000000006
12532,-0.1480132112414857
12533,-0.1480132112414857
12534,-0.1480132112414857
12535,-1.4916
12536,-0.1480132112414857
12537,-0.1480132112414857
12538,-12.2758
12539,-0.1480132112414857
12540,-0.1480132112414857
12541,-0.1480132112414857
12542,-0.1480132112414857
12543,-0.1480132112414857
12544,-0.1480132112414857
12545,-0.1480132112414857
12546,-0.1480132112414857
12547,-0.1480132112414857
12548,-0.1480132112414857
12549,-1.8246
12550,-0.1480132112414857
12551,-2.3178
12552,-0.1480132112414857
12553,-0.1480132112414857
12554,-0.1480132112414857
12555,-0.1480132112414857
12556,-0.1480132112414857
12557,-0.1480132112414857
12558,-0.1480132112414857
12559,-0.1480132112414857
12560,-0.1480132112414857
12561,-0.1480132112414857
12562,-14.082599999999998
12563,-1.254
12564,-3.0148
12565,-0.1480132112414857
12566,-0.1480132112414857
12567,2.5194
12568,-2.1782000000000004
12569,-0.1480132112414857
12570,-0.1480132112414857
12571,-0.1480132112414857
12572,-0.1480132112414857
12573,-5.1639
12574,-2.4469
12575,-0.1480132112414857
12576,-3.5669
12577,-3.7169
12578,-0.1480132112414857
12579,-0.1480132112414857
12580,-0.1480132112414857
12581,-0.1480132112414857
12582,-0.1480132112414857
12583,-0.1480132112414857
12584,-5.8863
12585,-0.1480132112414857
12586,0.0333999999999999
12587,-3.686700000000001
12588,-0.1480132112414857
12589,-0.1480132112414857
12590,-0.1480132112414857
12591,-0.1480132112414857
12592,-2.3944
12593,-3.3815
12594,-3.493
12595,-0.1480132112414857
12596,-3.0035
12597,-2.2532999999999994
12598,-0.1480132112414857
12599,-0.1480132112414857
12600,-3.8371
12601,-2.1871
12602,-1.4538
12603,-1.628
12604,-0.1480132112414857
12605,-3.193
12606,-0.1480132112414857
12607,-14.7691
12608,-0.1480132112414857
12609,-0.1480132112414857
12610,-2.1618000000000004
12611,1.4139
12612,-0.1480132112414857
12613,-0.1480132112414857
12614,-0.1480132112414857
12615,-2.4722
12616,-0.1480132112414857
12617,-0.1480132112414857
12618,-0.1480132112414857
12619,-0.1480132112414857
12620,-2.6528
12621,-2.5056
12622,-0.1480132112414857
12623,-2.3097
12624,-7.005099999999999
12625,-0.1480132112414857
12626,-4.3811
12627,-0.1480132112414857
12628,-0.1480132112414857
12629,-0.1480132112414857
12630,-0.1480132112414857
12631,-2.6859
12632,-0.1480132112414857
12633,-0.1480132112414857
12634,-0.1480132112414857
12635,-0.1480132112414857
12636,-0.1480132112414857
12637,-0.1480132112414857
12638,-0.1480132112414857
12639,-0.1480132112414857
12640,-3.8397
12641,-0.1129999999999999
12642,-0.1480132112414857
12643,-0.1480132112414857
12644,-0.1480132112414857
12645,-0.1480132112414857
12646,-0.1480132112414857
12647,-0.1480132112414857
12648,-0.1480132112414857
12649,-0.1480132112414857
12650,-0.1480132112414857
12651,-0.1480132112414857
12652,-2.2209
12653,-2.3549
12654,-0.1480132112414857
12655,-0.1480132112414857
12656,-0.1480132112414857
12657,-0.1480132112414857
12658,-0.1480132112414857
12659,-0.1480132112414857
12660,-0.8935
12661,-0.1480132112414857
12662,-0.1480132112414857
12663,-0.1480132112414857
12664,-0.1480132112414857
12665,-5.844299999999999
12666,-0.1480132112414857
12667,-0.1480132112414857
12668,-0.1480132112414857
12669,-0.1480132112414857
12670,-7.746599999999999
12671,-4.7583
12672,-0.1480132112414857
12673,-0.1480132112414857
12674,-3.6435
12675,-0.1480132112414857
12676,-0.1480132112414857
12677,-1.5208
12678,-0.1480132112414857
12679,-0.1480132112414857
12680,-2.3645
12681,-1.9199
12682,-0.1480132112414857
12683,-0.1480132112414857
12684,-5.0741
12685,-0.1480132112414857
12686,-0.1480132112414857
12687,-0.1480132112414857
12688,-0.1480132112414857
12689,-0.1480132112414857
12690,-0.1480132112414857
12691,-0.1480132112414857
12692,-2.7137
12693,-2.2697
12694,-0.1480132112414857
12695,-0.9178
12696,-0.1480132112414857
12697,-0.1480132112414857
12698,-4.1336
12699,-1.1547
12700,-0.1480132112414857
12701,-1.7754
12702,-0.1480132112414857
12703,-0.1480132112414857
12704,-0.1480132112414857
12705,-0.1480132112414857
12706,-0.1480132112414857
12707,-0.1480132112414857
12708,-0.1480132112414857
12709,-0.1480132112414857
12710,-0.1480132112414857
12711,-0.1480132112414857
12712,-0.1480132112414857
12713,-0.1480132112414857
12714,-0.1480132112414857
12715,-4.2873
12716,-0.1480132112414857
12717,-0.1480132112414857
12718,-0.1480132112414857
12719,-0.1480132112414857
12720,-0.1480132112414857
12721,-0.1480132112414857
12722,-0.1480132112414857
12723,-0.1480132112414857
12724,-0.1480132112414857
12725,-2.7889
12726,-0.1480132112414857
12727,-2.0681000000000003
12728,-3.6532
12729,-3.8295
12730,-0.1480132112414857
12731,-0.1480132112414857
12732,-0.1480132112414857
12733,-0.1480132112414857
12734,-0.1480132112414857
12735,-4.1904
12736,-0.6924
12737,-0.2868
12738,1.7802000000000002
12739,4.5143
12740,2.8357
12741,1.4699000000000002
12742,2.5433
12743,1.7342
12744,4.567500000000001
12745,2.4177
12746,2.4584
12747,0.3505
12748,2.6018
12749,-0.2811
12750,1.133
12751,-0.125
12752,3.7013
12753,0.4311
12754,-2.4174
12755,-9.563
12756,1.8275
12757,1.4397
12758,-0.9792
12759,-2.0665
12760,1.0149
12761,-0.3415
12762,-2.3827
12763,-3.3967000000000005
12764,-0.506
12765,-0.4719
12766,2.2214
12767,-4.2919
12768,2.5425
12769,1.1024
12770,5.033200000000001
12771,-2.5568
12772,0.1332999999999999
12773,1.6111
12774,-1.0449
12775,-3.7514
12776,0.3174
12777,0.0817
12778,-2.0682
12779,-1.3635
12780,-3.9781
12781,-2.4023
12782,-0.3298
12783,-0.6342000000000001
12784,-0.1480132112414857
12785,-0.1480132112414857
12786,-3.294
12787,-12.9151
12788,-14.5838
12789,-0.1480132112414857
12790,-0.79
12791,1.6546
12792,5.0882000000000005
12793,-3.9271
12794,0.3824000000000001
12795,-1.4111
12796,-1.5708
12797,-0.1480132112414857
12798,3.5626000000000007
12799,-0.8609
12800,1.0342
12801,2.3871
12802,-0.1480132112414857
12803,0.8336999999999999
12804,-1.7742
12805,-4.3909
12806,1.7436000000000005
12807,4.184100000000001
12808,0.3398
12809,1.4091999999999998
12810,4.4215
12811,0.5898
12812,0.1296
12813,-1.7499
12814,0.7747000000000002
12815,1.0514
12816,1.8168
12817,-1.4667
12818,-2.7774
12819,0.8286
12820,-3.388
12821,-2.9041
12822,5.195500000000001
12823,0.3915999999999999
12824,-1.4984
12825,-3.1327
12826,-0.1480132112414857
12827,-1.219
12828,-0.4924999999999999
12829,0.4256999999999999
12830,-2.861
12831,-2.7235
12832,-2.6665
12833,-2.1902
12834,4.4078
12835,8.4974
12836,4.8362
12837,-1.8883000000000003
12838,6.136000000000001
12839,6.1798
12840,2.1237
12841,3.3929
12842,1.0209
12843,-0.2516
12844,3.6647
12845,-0.0570999999999999
12846,3.5857
12847,5.8246
12848,-11.3482
12849,-3.2451
12850,2.8455
12851,-0.4479
12852,1.9306
12853,1.1437
12854,-0.9085
12855,-2.2118
12856,0.9103
12857,-2.9687
12858,-0.4342
12859,1.0615
12860,-0.0817999999999999
12861,-0.9178
12862,3.0824
12863,-3.7529
12864,2.7819
12865,4.420200000000001
12866,0.0681999999999999
12867,-1.8239
12868,-1.5732
12869,-2.5042
12870,1.4093999999999998
12871,-2.0449
12872,-2.0832
12873,3.6902
12874,4.4694
12875,1.24
12876,2.043
12877,-3.1226
12878,-0.1480132112414857
12879,-0.6216
12880,-0.1480132112414857
12881,-5.031499999999999
12882,-2.657
12883,-0.9037
12884,7.2513
12885,3.4113
12886,0.1594999999999999
12887,-0.4514
12888,5.390600000000001
12889,1.2795
12890,-1.6966
12891,0.5196999999999999
12892,-2.2545
12893,2.0774
12894,-1.2193
12895,3.1011
12896,-1.3502
12897,-1.401
12898,-6.1967
12899,-0.5646
12900,1.2613000000000003
12901,-5.389899999999999
12902,5.645900000000001
12903,-2.0692000000000004
12904,1.0174
12905,-2.0705
12906,0.8273999999999999
12907,-0.3641
12908,2.0289
12909,-3.9211
12910,1.6229
12911,2.7934
12912,-2.3375
12913,0.6562
12914,3.6538
12915,-1.5998
12916,2.5963
12917,-0.3239
12918,0.3390999999999999
12919,0.1481
12920,-2.2814
12921,7.1427
12922,-2.3852
12923,0.7229000000000001
12924,-3.81
12925,-2.7579
12926,4.0723
12927,4.2241
12928,-6.261099999999999
12929,5.6424
12930,1.3976
12931,-4.659099999999999
12932,-1.1886
12933,0.271
12934,-1569.7229
12935,-1.05
12936,4.589500000000001
12937,-0.7211999999999998
12938,1.127
12939,0.6183
12940,-0.0797999999999999
12941,3.2081
12942,-5.612499999999999
12943,-0.7501
12944,-0.2886
12945,0.3775999999999999
12946,2.8446
12947,1.1602
12948,9.9171
12949,-3.7683
12950,-3.3237
12951,1.3423
12952,2.2956
12953,0.1562
12954,4.797000000000001
12955,1.2428
12956,0.7307
12957,0.8122
12958,1.5668
12959,3.1771
12960,1.6323
12961,-5.3713
12962,-1.49
12963,-2.1853
12964,-2.3439
12965,-1.5422
12966,-3.0891
12967,1.9096
12968,-0.1480132112414857
12969,-4.800099999999999
12970,-2.8035
12971,-3.3518
12972,0.9478
12973,-0.33
12974,-0.4923999999999999
12975,2.3371
12976,-0.1624
12977,-2.8311
12978,-3.4469000000000003
12979,-0.1480132112414857
12980,1.0537
12981,-4.6136
12982,-0.388
12983,-1.5141
12984,1.5215
12985,1.9417
12986,2.6799
12987,0.6349
12988,-1.9781
12989,-2.271
12990,-8.1949
12991,-0.0779
12992,-1.439
12993,0.7549000000000001
12994,0.2258
12995,5.328000000000001
12996,-3.9272
12997,0.8639999999999999
12998,3.062
12999,0.3949
13000,-1.7552
13001,-3.2728
13002,-1.0782
13003,-5.3567
13004,2.2946
13005,-1.9425
13006,-2.1045
13007,-1.1576
13008,-2.2846
13009,0.3209999999999999
13010,-0.4915
13011,-2.0802
13012,-0.9496
13013,-2.6439
13014,1.8149
13015,-0.6596
13016,-1.4888
13017,-6.127599999999999
13018,-4.310699999999999
13019,0.5123
13020,-1.5764
13021,-0.8681
13022,-0.3504
13023,1.3746
13024,-1.5014
13025,2.6406
13026,0.2849999999999999
13027,3.5306999999999995
13028,1.1743
13029,-0.3059
13030,-2.2927
13031,0.7168
13032,-0.2094
13033,-0.8164
13034,-2.5331
13035,-3.3709
13036,-1.4569
13037,0.5597999999999999
13038,-0.1262
13039,-2.5609
13040,-3.2398
13041,-2.7089
13042,-1.1241
13043,-0.0456
13044,1.1315
13045,-3.4539
13046,-3.797200000000001
13047,-4.642
13048,-1.8639
13049,-4.6944
13050,-1.7889
13051,1.5396
13052,1.2543999999999995
13053,-1.4836
13054,-2.3477
13055,0.7373
13056,-2.802
13057,-3.3042
13058,-2.0029
13059,-0.5226
13060,-0.962
13061,-1.7473
13062,-2.2419
13063,-2.9329
13064,-1.7823
13065,2.1033
13066,0.1581
13067,-3.1598
13068,-5.1967
13069,-4.0369
13070,-4.4545
13071,0.9927
13072,-3.9056
13073,0.3651999999999999
13074,1.7493000000000003
13075,-0.9171
13076,0.0393999999999999
13077,-3.0873
13078,3.8849999999999993
13079,-1.0137
13080,2.1261
13081,-5.5289
13082,1.2245
13083,-1.7283
13084,-5.1983
13085,-1.4615
13086,-0.6096
13087,-1.104
13088,-1.5176
13089,-0.4483
13090,-0.5408
13091,1.5052
13092,4.061400000000001
13093,-2.3768
13094,-0.1872
13095,0.5266000000000001
13096,-1.3823
13097,3.7436
13098,1.9018
13099,-1.7623
13100,-1.645
13101,-1.0741
13102,1.2896000000000003
13103,6.3673
13104,-1.8736
13105,-0.8982
13106,-3.0003
13107,-2.9867
13108,2.358
13109,-4.0602
13110,0.3357
13111,0.5982
13112,-9.2746
13113,2.2896
13114,-3.6729
13115,2.5747
13116,0.2746999999999999
13117,-1.5602
13118,-1.2483
13119,-0.971
13120,0.3864000000000001
13121,0.3993
13122,0.8249
13123,-0.7243
13124,-2.6524
13125,0.2855
13126,2.9987
13127,-5.705599999999999
13128,1.9869
13129,4.333500000000001
13130,-2.7337
13131,-2.7798
13132,-3.5878
13133,1.1959
13134,-2.176
13135,0.1220999999999999
13136,-2.2384
13137,-1.4322
13138,-0.3265
13139,-0.9839
13140,-2.3205
13141,-3.1882
13142,-1.6961
13143,-1.8126
13144,-5.1342
13145,-4.035
13146,-2.101
13147,-2.059
13148,-4.0569
13149,0.5023
13150,-4.536199999999999
13151,-2.0224
13152,-5.946299999999999
13153,-2.2245
13154,2.2041
13155,-0.4731
13156,-1.3544
13157,2.2963
13158,-3.9458000000000006
13159,-1.8029
13160,-3.7314
13161,1.6593
13162,1.2704000000000002
13163,-3.2437
13164,-2.676
13165,-1.6766
13166,-0.4404
13167,-3.1922
13168,-1.9089
13169,0.2852
13170,-0.0559999999999999
13171,-5.3978
13172,-0.2322
13173,0.5990000000000001
13174,1.2093
13175,2.3935
13176,1.9959
13177,3.6777
13178,-1.0896
13179,5.0664
13180,2.6354
13181,-2.9774
13182,3.0963
13183,-1.3722
13184,1.8945000000000003
13185,-3.5771
13186,-3.5253000000000005
13187,-7.9146
13188,-1.9139
13189,2.3114
13190,-1.3622
13191,0.2513000000000001
13192,5.952300000000001
13193,1.0521
13194,1.7513
13195,-11.1872
13196,1.7985000000000002
13197,0.7334
13198,0.855
13199,-4.997199999999999
13200,1.4219
13201,-2.3997
13202,-0.1480132112414857
13203,3.7917
13204,1.3582
13205,-0.9975
13206,0.7163999999999999
13207,-0.8361
13208,3.0781
13209,-6.9704
13210,-0.9284
13211,2.2237
13212,3.5455
13213,-1.0051
13214,-0.6956
13215,1.837
13216,6.936400000000001
13217,3.5674
13218,-5.203899999999999
13219,-3.838
13220,0.6233
13221,-3.5061
13222,-5.305999999999999
13223,-9.7412
13224,-5.6645
13225,-2.4287
13226,1.3179000000000003
13227,-1.4648
13228,-1.3301
13229,-5.0174
13230,-1.4139
13231,1.9908
13232,-2.3688
13233,-0.5414
13234,5.4869
13235,0.3056
13236,-2.3946
13237,-3.9364
13238,-1.1097
13239,-1.0951
13240,-1.5528
13241,-0.7278
13242,-0.1480132112414857
13243,0.7566000000000002
13244,0.4602999999999999
13245,-0.4114
13246,-1.8735
13247,0.5061
13248,4.2354
13249,0.0376
13250,1.537
13251,4.2837
13252,-1.6611
13253,3.3058000000000005
13254,0.7610999999999999
13255,3.7144
13256,0.8763999999999998
13257,0.1845
13258,-1.4772
13259,-1.7621
13260,-0.0968999999999999
13261,-0.8813
13262,0.0186999999999999
13263,-1.4689
13264,-1.3233
13265,2.1235
13266,1.1987
13267,2.1954
13268,0.7821
13269,0.4023
13270,3.8471000000000006
13271,-0.5749
13272,0.469
13273,3.5522
13274,3.6701
13275,0.9337
13276,-0.1695
13277,5.0397
13278,-0.688
13279,0.368
13280,-0.1480132112414857
13281,3.2209
13282,0.5177000000000002
13283,-1.0719000000000003
13284,-0.158
13285,1.5805
13286,2.1764
13287,2.0613
13288,2.8778
13289,-1.8766
13290,0.3331999999999999
13291,4.6485
13292,-0.6378
13293,-1.1381
13294,3.6789
13295,0.1588
13296,1.3671
13297,-6.1424
13298,-1.3183
13299,-0.984
13300,0.8959999999999999
13301,1.5206
13302,6.737
13303,-4.822799999999999
13304,-0.3581
13305,-1.0453
13306,0.1268
13307,7.401
13308,7.613999999999999
13309,3.0550999999999995
13310,1.7937
13311,3.8096
13312,2.4898
13313,-3.2964
13314,-1.9952
13315,2.3502
13316,-1.4365
13317,-3.2522999999999995
13318,-4.5693
13319,4.774600000000001
13320,2.6212
13321,0.5846
13322,-6.391
13323,-6.020199999999999
13324,-7.4244
13325,0.6329
13326,2.3501
13327,0.3846
13328,3.0192999999999994
13329,-1.4741
13330,-0.1828
13331,-0.3567
13332,-1.2961
13333,-2.6086
13334,-2.2053
13335,2.2607
13336,-1.1858
13337,2.5255
13338,2.092
13339,-2.6651
13340,0.3067999999999999
13341,-3.2522000000000006
13342,2.0717
13343,1.0561
13344,1.5604
13345,-0.8693
13346,-2.3793
13347,0.4228
13348,-4.1595
13349,-0.8481
13350,-0.1689
13351,6.1927
13352,-0.6648
13353,2.0093
13354,-4.6951
13355,-0.9471
13356,-1.0975
13357,1.1804
13358,0.2219999999999999
13359,-1.3834
13360,-0.3521
13361,4.6241
13362,0.7378999999999999
13363,2.245
13364,2.3895
13365,1.1041
13366,-1.8223
13367,1.0714
13368,1.5747999999999998
13369,0.8532
13370,-2.1386
13371,1.1575
13372,-3.1233
13373,-7.689500000000001
13374,-0.2905
13375,-0.3444
13376,0.0650999999999999
13377,1.6425
13378,-0.3778
13379,-0.8381
13380,-1.3539
13381,-0.8567
13382,0.0494
13383,-1.4802
13384,-2.0807
13385,-0.3938
13386,-1.9084
13387,-1.9965
13388,0.9048
13389,-0.0387
13390,4.9208
13391,-2.733
13392,0.2399
13393,5.254
13394,-0.3877
13395,-2.1434
13396,0.3643
13397,-2.2805
13398,-7.156400000000001
13399,3.0816
13400,0.3851
13401,2.4195
13402,3.4724
13403,3.2577
13404,4.117900000000001
13405,-0.5379
13406,1.8513
13407,3.5221
13408,6.351600000000001
13409,2.3397
13410,3.470600000000001
13411,-0.7577
13412,0.2887999999999999
13413,3.3768
13414,2.5152
13415,0.8887
13416,5.718200000000001
13417,0.5528000000000001
13418,1.2209
13419,1.0715
13420,-0.8828
13421,-2.0214
13422,2.0579
13423,-0.9005
13424,-0.6753
13425,-1.9433
13426,-2.5206
13427,-1.4986
13428,1.721
13429,-1.6266
13430,3.5908
13431,-1.5775
13432,-1.728
13433,-4.4079
13434,-2.3852
13435,-0.5876
13436,-3.6514
13437,0.4452
13438,-2.0267
13439,0.6434
13440,0.0791999999999999
13441,-2.9089
13442,1.9624
13443,-0.0277999999999999
13444,-0.9228
13445,-1.2242
13446,-1.289
13447,-0.7257
13448,-0.5554
13449,-1.7927
13450,-0.3547
13451,-2.5001
13452,-0.3863
13453,0.6977
13454,4.91
13455,0.4614
13456,3.3031
13457,-9.9496
13458,-1.5516
13459,0.7833000000000001
13460,4.881500000000001
13461,-2.0903
13462,1.9059
13463,-0.9214
13464,-2.0163
13465,-1.6888
13466,-0.1480132112414857
13467,-6.354400000000002
13468,-1.5657
13469,-1.4099
13470,1.1931
13471,0.0665999999999999
13472,2.2392
13473,0.0615999999999999
13474,2.8647
13475,9.4387
13476,-1.2145
13477,-0.2995
13478,-2.1951
13479,-2.8635
13480,-2.0906
13481,2.1298
13482,-0.8835
13483,-0.0889
13484,-0.5464
13485,0.5772000000000002
13486,-0.4477
13487,-1.9482
13488,-0.9225
13489,1.411
13490,-3.3231000000000006
13491,-1.6785
13492,-1.3321
13493,-3.9053
13494,-5.116999999999999
13495,1.4282
13496,-2.3687
13497,-1.0782
13498,4.3605
13499,3.5475
13500,-1.8653
13501,0.3866
13502,-1.1622
13503,1.0776
13504,-5.431699999999999
13505,-2.5624
13506,0.7799
13507,3.2364000000000006
13508,0.1185
13509,0.6455999999999998
13510,-2.1514
13511,-0.9569
13512,-2.8405
13513,1.7719999999999998
13514,-1.1517
13515,0.8031999999999999
13516,-8.8038
13517,-0.6579000000000002
13518,-0.1480132112414857
13519,-0.5802
13520,-0.1480132112414857
13521,0.1251
13522,-11.3621
13523,0.5118
13524,-3.8273
13525,6.0654
13526,2.5181
13527,-7.027999999999999
13528,-4.4825
13529,0.4182
13530,0.2536
13531,0.7629000000000001
13532,-1.5957
13533,0.3166
13534,-0.1480132112414857
13535,-7.021599999999999
13536,-0.2416
13537,-2.6072
13538,1.2988
13539,-4.7712
13540,-3.0355
13541,-5.551499999999999
13542,-0.8086
13543,-0.9239
13544,2.3108
13545,0.575
13546,-0.3823
13547,-2.2527
13548,1.3128
13549,0.7444999999999999
13550,-1.2227
13551,0.8540999999999999
13552,0.7398
13553,-3.5000000000000004
13554,-3.6414
13555,0.7133
13556,-2.973
13557,-1.0925
13558,-4.5687
13559,1.8829
13560,0.1534999999999999
13561,-6.1526
13562,-4.6556
13563,-3.1496
13564,2.2006
13565,3.7165
13566,8.0776
13567,-1.879
13568,0.4605
13569,-1.5733
13570,-1.3806
13571,5.1343
13572,1.6673999999999998
13573,-1.8081
13574,-0.8918
13575,4.414300000000001
13576,-1.1182
13577,-3.5901
13578,-5.0672
13579,1.2195
13580,-4.7095
13581,4.282500000000001
13582,1.3014
13583,-0.2352
13584,5.3469
13585,1.9159
13586,0.1033999999999999
13587,-0.6401999999999999
13588,-1.307
13589,-1.0593
13590,-0.4317
13591,0.4449000000000001
13592,0.6228
13593,5.6622
13594,1.3109
13595,-0.1924
13596,3.4197000000000006
13597,0.3654999999999999
13598,-0.3196
13599,-3.3723
