Hugo_Symbol,expression
LINC02817,-2.3527
LRRC74B,0.579
TPTEP2,2.064
MIRLET7BHG,0.3013
LOC400940,-1.9917
NOC2LP2,-1.0986000000000002
LOC401052,1.0017
LOC401093,-4.784699999999999
LOC401127,-2.3279
LRRD1,-2.2199
SMIM30,-0.7317
ATP6V0E2-AS1,-1.5266
BHLHE22-AS1,-1.843
ZNF674-AS1,-0.3128
LOC402377,1.9568
PPIAP80,-4.406599999999999
LOC407835,-0.1104999999999999
CNTFR-AS1,-2.3582
GRM5P1,-1.7172
LINC02893,-1.6753
SMG1P2,2.5222
CDIPTOSP,9.9105
ARHGAP27P2,-1.6605
HNRNPCL2,0.0208999999999999
LINC03025,1.1807
LOC440905,-2.7608
LINC01124,1.4791
THUMPD3-AS1,3.2751
SMIM4,-1.7904
GUSBP5,0.6646
LOC441089,-1.0516
LINC00602,-1.6426
LINC02981,0.5644999999999999
ZNRF2P1,-0.4934
CTAGE15,1.178
PTMAP11,1.3990000000000002
LOC441455,2.0095
LOC441601,-2.2299
LOC441666,-2.5895
ANKRD65,-3.235
TUBBP6,-0.6936
PTGER4P2-CDK2AP2P2,1.2916
UQCRBP1,1.2576
XRCC6P5,-2.0558
RABGEF1P1,2.3218
SLC25A51P4,0.9942
MIR4435-2HG,0.902
FKBP6P2,-0.1775
LOC550112,0.7247999999999999
NBDY,-0.2442
LOC554202,0.57
ANGPTL8,-1.4916
LOC572558,-2.8868
SMG1P5,0.7631999999999999
LOC606724,0.0828999999999999
NPIPB13,1.7108
SCART1,2.492
SMG1P1,1.2969
LOC641367,0.2027999999999999
MIR205HG,-1.0080999999999998
AKAIN1,-1.8285
BMS1P2,0.8578000000000001
DDX12B,2.3051
LINC00205,1.5898
LOC642929,-0.1480132112414857
SMIM5,-1.8894
LOC643387,-1.2403
BRDTP1,-0.1480132112414857
CCDC168,-2.2073
SCGB1B2P,-0.9926
NKAIN3,4.360900000000001
LINC01128,-3.0471
ELMOD1,-2.5012
ZNF733P,-0.1480132112414857
EXOC1L,-0.1480132112414857
BCRP3,-1.6269
MAPK8IP1P2,-1.9755
SMIM10,-8.4911
LOC644669,-0.1480132112414857
LOC644936,-1.5953
LSP1P5,2.1872
LOC645323,7.474300000000001
FAM86C2P,1.8605
FUT8-AS1,0.4129
ASH1L-AS1,2.0953
GOLGA6FP,-0.5543
LOC646214,0.07
LOC646471,2.5715
C3orf84,-3.2199
LYPD8,-2.4748
LOC646762,-0.3983
LOC646813,-0.1480132112414857
FAM227A,2.2796
LINC00598,-0.1069999999999999
LOC646999,-1.7987
EMBP1,5.674800000000001
CTAGE11P,-1.8236000000000003
GMNC,-0.6701
OCLNP1,0.0441
MIR924HG,5.6106
NORAD,0.8464
LOC648691,-0.1480132112414857
ACTG1P4,-0.5168
HNRNPCL3,0.8675000000000002
LOC650293,-0.1480132112414857
TSSC2,3.0676
BEND3P3,0.1922999999999999
LRRC37A16P,5.666400000000001
LOC652276,2.8318000000000003
FAM86FP,-0.4604
LOC653501,-0.9536
DUX4L6,-0.1480132112414857
DUX4L5,-0.1480132112414857
SPCS2P4,1.8714
LOC653653,-0.5672
LOC653786,-0.1369
LSP1P4,1.415
PAX8-AS1,-0.9524
CD27-AS1,1.2894000000000003
LHFPL3-AS2,-7.771899999999999
ANP32AP1,-0.4496
CASC8,-4.1745
LOC727896,1.1479
LINC02203,-0.1480132112414857
LOC728024,-0.5964
NUTM2A-AS1,0.2955
CARMN,0.2235000000000001
CLEC19A,-2.4505
LINC01881,0.2075
LOC728392,-0.9648
DUX4L2,-0.1480132112414857
LOC728554,0.7518
PCAT18,-0.6869
PDCD6P1,3.4925000000000006
FAM133CP,-0.2335
HNRNPA1P33,-2.9672
ZBED3-AS1,-1.0648
LOC728743,-0.7912
PIN4P1,-0.0444
C1GALT1C1L,1.9921
LINC00623,-6.119299999999999
LOC728875,-1.1710000000000005
LOC728989,-0.0302999999999999
RPEL1,1.1825
OIP5-AS1,-0.081
RGPD4-AS1,-0.1480132112414857
GTF2IRD1P1,-0.5023
KATNBL1P6,-1.0026
FAHD2CP,6.256099999999998
FAM86HP,1.5653999999999997
LOC729467,-2.2214
LOC729603,0.018
LOC729609,0.7253
GOLGA2P6,24.287700000000005
LINC00847,2.0138
SEC14L1P1,0.7194000000000002
BORCS8,-0.0422
BORCS8-MEF2B,0.5206
LOC730101,0.726
LOC730668,2.1959
MYT1L-AS1,-0.1480132112414857
LINC01300,-15.9546
FAM238B,-0.618
LINC00917,-2.9001
CEBPA-DT,-3.0667
GOLGA2P10,0.8075999999999999
REXO5,3.1906
AFAP1-AS1,6.504800000000001
LINC00839,-2.5285
LINC01101,-2.2534
JMJD1C-AS1,1.1584
LOC90110,1.4603000000000002
LOC90246,0.8395999999999999
AOC4P,-2.5134
LOC90784,1.8872
LOC90834,0.5904
RAPGEF4-AS1,-4.777799999999999
GUSBP11,1.5423
LOC91450,-0.2249
LINC00923,0.259
LINC01278,-0.9616
MAFG-DT,2.212
TMEM8B,2.6279
MGAM2,-5.5113
MRFAP1L2,-1.7736999999999998
BMS1P20,-0.3091
LOH12CR1,1.4985
LOH12CR2,-2.696
LOH3CR2A,-4.050799999999999
LONP1,2.4765
LONP2,2.1136
LONRF1,-3.2189
LONRF2,2.889
LONRF3,1.0382
LOR,-1.368
LOX,-0.8928
LOXHD1,-1.9935
LOXL1,-1.0987999999999998
LOXL2,1.6154
LOXL3,0.2554
LOXL4,7.797700000000001
LPA,-1.531
LPAL2,3.4319
LPAR1,-4.770299999999999
LPAR2,2.4343
LPAR3,-0.8804
LPAR4,-0.1133
LPAR5,-0.4863
LPAR6,-1.4595
LPCAT1,0.2387
LPCAT2,-0.5626
LPCAT3,-3.4463
LPCAT4,-1.168
LPGAT1,10.1359
LPHN1,0.1402
LPHN2,-3.3135
LPHN3,-4.0658
LPIN1,1.6562
LPIN2,-0.1473
LPIN3,2.1543
LPL,-2.641
LPO,0.4336
LPP,2.2485
LPPR1,0.019
LPPR2,0.6358
LPPR3,1.8169
LPPR4,-2.9231
LPPR5,-1.6199
LPXN,-2.192
LQK1,-0.59
LRAT,1.242
LRBA,-0.9704
LRCH1,-3.9924
LRCH2,-8.1746
LRCH3,0.394
LRCH4,0.5124
LRDD,2.1068
LRFN1,0.9504
LRFN2,-1.8741
LRFN3,-0.0305
LRFN4,0.9748
LRFN5,-2.1247
LRG1,2.6995
LRGUK,-0.8514
LRIG1,-0.349
LRIG2,1.5772
LRIG3,0.4116999999999999
LRIT1,-2.6368
LRIT2,-1.5957
LRIT3,0.2162
LRMP,-3.0621
LRP10,0.2007
LRP11,0.5589
LRP12,1.552
LRP1,-2.7889
LRP1B,-1.3344
LRP2,-4.0665
LRP2BP,-3.1714
LRP3,-2.3537
LRP4,-2.5058
LRP5,-1.1869
LRP5L,3.2122
LRP6,-0.1925
LRP8,2.2892
LRPAP1,-1.8658
LRPPRC,4.371600000000001
LRRC10,-4.1094
LRRC10B,-0.4104
LRRC14,3.2864
LRRC14B,0.1205
LRRC15,0.3651
LRRC1,0.4865999999999999
LRRC16A,-0.3868
LRRC16B,0.7568000000000001
LRRC17,-0.9343
LRRC18,-0.9888
LRRC19,-1.3449
LRRC20,4.3605
LRRC23,-0.3695
LRRC24,-2.2162
LRRC25,-1.7438
LRRC26,-1.7178
LRRC27,-0.8894
LRRC2,-2.8657
LRRC28,-2.5718
LRRC29,-0.986
LRRC30,-0.1480132112414857
LRRC31,-1.7296
LRRC32,-2.9103
LRRC33,-1.3019
LRRC34,-1.3569
LRRC36,-5.1984
LRRC37A2,0.8249
LRRC37A3,2.9329
LRRC37A4,0.1407
LRRC37A,1.5904000000000005
LRRC37B,0.9856
LRRC37B2,2.1671
LRRC3,-2.2485
LRRC39,0.9277
LRRC3B,-2.0684
LRRC40,1.2454
LRRC41,1.7347
LRRC42,1.3409
LRRC43,-0.4016
LRRC45,0.9442
LRRC4,-3.2661
LRRC46,-0.1323
LRRC47,-5.9787
LRRC48,-0.3888
LRRC49,-1.5871
LRRC4B,-2.3386
LRRC4C,-4.200800000000001
LRRC50,0.0477
LRRC52,-1.9931
LRRC55,-0.6688
LRRC56,0.6423999999999999
LRRC57,1.0651
LRRC58,-1.655
LRRC59,1.8347
LRRC61,-0.3561
LRRC6,-0.6762000000000001
LRRC66,-2.699
LRRC67,-0.6696
LRRC69,3.8025
LRRC70,-1.3352
LRRC7,-2.7507
LRRC8A,-1.3172
LRRC8B,2.1395
LRRC8C,-3.5879
LRRC8D,1.4421
LRRC8E,1.9809
LRRCC1,0.138
LRRFIP1,-3.2334
LRRFIP2,-2.1023
LRRIQ1,-0.4868
LRRIQ3,-0.5242
LRRIQ4,-1.8652
LRRK1,-0.2047
LRRK2,-0.195
LRRN1,-1.9968
LRRN2,-0.9234
LRRN3,-4.0287
LRRN4,2.6712
LRRN4CL,-3.0244
LRRTM1,-1.2046
LRRTM2,-0.9366
LRRTM3,-1.3782
LRRTM4,-3.2507000000000006
LRSAM1,-0.7852
LRTM1,-3.2462
LRTM2,-1.0642
LRTOMT,-0.459
LRWD1,0.0585999999999999
LSAMP,-8.4567
LSG1,2.4902
LSM10,0.4922999999999999
LSM11,3.3676
LSM12,3.5849000000000006
LSM1,-0.6313
LSM14A,-3.557300000000001
LSM14B,2.4447
LSM2,1.5996
LSM3,-0.3281
LSM4,0.6715
LSM5,2.1186
LSM6,0.2764999999999999
LSM7,0.0821
LSMD1,-0.4083
LSP1,-1.7453
LSR,3.073
LSS,-2.3659
LST1,-1.386
SLCO1B7,-0.1480132112414857
LTA,0.9573
LTA4H,0.0357
LTB,0.0136999999999999
LTB4R,3.2008
LTB4R2,3.1832
LTBP1,-2.8265
LTBP2,-2.249
LTBP3,1.9176
LTBP4,-4.1106
LTBR,-3.151
LTC4S,-3.4166
LTF,-0.1321
LTK,1.0426
LTV1,-0.1705
LUC7L2,-1.7757
LUC7L3,1.8754
LUC7L,2.2035
LUM,-2.3518
LUZP1,-1.5084
LUZP2,-1.2246
LUZP4,-0.1480132112414857
LUZP6,-1.2143
LXN,-1.2478
LY6D,0.8775
LY6E,-0.5491
LY6G5B,1.7090000000000003
LY6G5C,-1.4534
LY6G6C,-1.651
LY6G6D,-2.2011
LY6G6E,-2.1112
LY6G6F,-1.1501
LY6H,-0.9029
LY6K,-0.3906
LY75,1.0858
LY86,-1.5517
LY9,-0.0892
LY96,-0.2173
LYAR,-0.3481
LYG1,1.4116
LYG2,-1.5575
LYL1,-0.9
LYN,1.8515
LYNX1,2.1478
LYPD1,5.1684
LYPD2,-1.3616
LYPD3,2.1133
LYPD4,-4.11
LYPD5,-0.6557
LYPD6,1.1671
LYPD6B,1.6341
LYPLA1,2.9329
LYPLA2,1.0919
LYPLA2P1,1.8386
LYPLAL1,3.1507
LYRM1,2.8065
LYRM2,-2.2666
LYRM4,-1.2196
LYRM5,-1.4064
LYRM7,1.5185999999999995
LYSMD1,3.011
LYSMD2,-1.0505
LYSMD3,0.932
LYSMD4,0.0011999999999999
LYST,0.6703999999999999
LYVE1,-3.5715
LYZ,-0.7577
LYZL1,-0.1480132112414857
LYZL2,-0.1480132112414857
LYZL4,-4.4337
LYZL6,-0.1480132112414857
LZIC,2.6737
LZTFL1,-2.2247
LZTR1,0.3490999999999999
LZTS1,0.0579999999999999
LZTS2,-0.1989
M6PR,-1.3936
MAB21L1,-1.5497
MAB21L2,-1.9263
MACC1,-0.648
MACF1,-1.3669
MACROD1,-1.2298
MACROD2,-4.3843
MAD1L1,1.6203999999999998
MAD2L1,4.0426
MAD2L1BP,2.2114
MAD2L2,2.6567
MADCAM1,-0.6392
MADD,-0.1124
MAEA,0.7162
MAEL,-0.7115
MAF1,-0.6473
MAF,-1.6147
MAFA,-2.6297
MAFB,-3.206
MAFF,-1.611
MAFG,-0.1814
MAFK,0.4191
MAG,-1.8774
MAGEA10,-2.1284
MAGEA11,-0.1480132112414857
MAGEA12,-1.2156
MAGEA1,-1.8309
MAGEA2,-1.2244000000000002
MAGEA3,-1.256
MAGEA4,-1.3487
MAGEA5,4.3309
MAGEA6,-1.1381
MAGEA8,0.2928999999999999
MAGEA9B,-1.8711
MAGEB10,-0.1480132112414857
MAGEB1,-0.1480132112414857
MAGEB16,-0.1480132112414857
MAGEB18,-0.1480132112414857
MAGEB2,-1.0014
MAGEB3,-0.1480132112414857
MAGEB4,-0.1480132112414857
MAGEB6,-0.1480132112414857
MAGEC1,-1.4427
MAGEC2,-1.7815
MAGEC3,8.1976
MAGED1,-1.974
MAGED2,-2.5388
MAGED4,-1.5597
MAGED4B,-2.6053
MAGEE1,-1.1725000000000003
MAGEE2,3.6437
MAGEF1,-0.7869
MAGEH1,-4.679
MAGEL2,-1.5145
MAGI1,-1.794
MAGI2,-4.77
MAGI3,0.2611
MAGIX,0.4234
MAGOH,-0.6071
MAGOHB,2.1417
MAGT1,3.5429
MAK16,-2.1469
MAK,-0.7350000000000001
MAL2,1.3722000000000003
MAL,-5.4048
MALAT1,3.1741
MALL,1.0136
MALT1,0.0596999999999999
MAMDC2,-6.346400000000001
MAMDC4,1.6715000000000002
MAML1,1.2238
MAML2,-2.0434
MAML3,-3.6751
MAMLD1,5.1777
MAMSTR,0.716
MAN1A1,-2.5207
MAN1A2,1.2238
MAN1B1,-0.2938
MAN1C1,-4.850999999999999
MAN2A1,4.0724
MAN2A2,-0.5942
MAN2B1,-0.3719
MAN2B2,-0.0915
MAN2C1,0.2095
MANBA,-0.3193
MANBAL,1.6721
MANEA,-0.9006
MANEAL,6.794700000000001
MANF,2.1877
MANSC1,0.0312999999999999
MAOA,-5.987599999999999
MAOB,-3.1153
MAP1A,-1.4002
MAP1B,2.354
MAP1D,0.7281999999999998
MAP1LC3A,1.1005
MAP1LC3B2,-1.9636
MAP1LC3B,-3.4154
MAP1LC3C,2.842
MAP1S,0.2227
MAP2,-2.0184000000000006
MAP2K1,4.219800000000001
MAP2K2,-0.0933
MAP2K3,-1.5615
MAP2K4,0.1916
MAP2K5,-1.9091
MAP2K6,2.2585
MAP2K7,0.4813
MAP3K10,0.4737
MAP3K11,-0.7768
MAP3K12,-0.9907
MAP3K13,4.1683
MAP3K1,3.1056000000000004
MAP3K14,1.7018999999999995
MAP3K15,-0.7081
MAP3K2,0.9412
MAP3K3,-3.9425
MAP3K4,-1.9162
MAP3K5,0.2371999999999999
MAP3K6,-1.7617999999999998
MAP3K7,1.5898
MAP3K8,-3.0848
MAP3K9,3.2383999999999995
MAP4,-3.0105
MAP4K1,-0.842
MAP4K2,-0.1069999999999999
MAP4K3,2.0243
MAP4K4,-1.9561
MAP4K5,-0.9346
MAP6,-1.109
MAP6D1,0.7755000000000001
MAP7,1.7783000000000002
MAP7D1,-2.0197
MAP7D2,4.9955
MAP7D3,-0.9158
MAP9,-0.7616
MAPK10,-5.362499999999999
MAPK11,-1.1289
MAPK12,-0.0214
MAPK13,1.039
MAPK14,0.9590999999999998
MAPK15,-0.0685
MAPK1,-2.3858
MAPK1IP1L,-0.8073
MAPK3,-1.0441000000000005
MAPK4,-8.064300000000001
MAPK6,0.4812
MAPK7,-2.1086
MAPK8,1.5096
MAPK8IP1,-3.4223
MAPK8IP2,1.1758
MAPK8IP3,2.3884
MAPK9,2.1246
MAPKAP1,-2.3862
MAPKAPK2,1.8678
MAPKAPK3,0.3716999999999999
MAPKAPK5,2.2991
MAPKBP1,0.9519
MAPKSP1,-2.4419
MAPRE1,0.1754
MAPRE2,-2.325
MAPRE3,0.5728999999999999
MAPT,0.9406
MARCH10,-0.235
MARCH11,-1.8036
MARCH1,-0.777
MARCH2,0.4797
MARCH3,1.5572
MARCH4,-0.565
MARCH5,0.7732000000000001
MARCH6,4.638400000000001
MARCH7,-0.4056
MARCH8,-1.5536
MARCH9,3.4618
MARCKS,-3.1003
MARCKSL1,1.1135
MARCO,-2.6004
MARK1,-2.7234
MARK2,2.1294
MARK3,-1.2012
MARK4,-0.2858
MARS2,1.2301
MARS,5.441600000000001
MARVELD1,-3.9655
MARVELD2,3.6443
MARVELD3,3.313
MAS1,-2.0389
MAS1L,-1.4073
MASP1,-3.393
MASP2,-0.9035
MAST1,5.549000000000001
MAST2,1.9274
MAST3,-0.4573
MAST4,3.1601
MASTL,2.1499
MAT1A,-0.8768
MAT2A,2.3834
MAT2B,1.2352
MATK,-0.5522
MATN1,-1.2358000000000002
MATN2,-0.8333
MATN3,-3.5574000000000003
MATN4,-2.1581
MATR3,1.0615
MAVS,1.011
MAX,-1.0229
MAZ,1.6728000000000005
MB,3.1402
MBD1,1.3038
MBD2,-0.4571
MBD3,-3.8068
MBD3L1,-0.1480132112414857
MBD3L2,-0.1480132112414857
MBD3L5,-0.1480132112414857
MBD4,1.5804000000000002
MBD5,-1.7201
MBD6,0.1006
MBIP,2.0888
MBL1P,-0.3074
MBL2,-7.392099999999999
MBLAC1,0.4317999999999999
MBLAC2,0.9994
MBNL1,1.5431
MBNL2,-2.9781
MBNL3,-6.7538
MBOAT1,6.2293
MBOAT2,4.5436
MBOAT4,-1.3997
MBOAT7,2.5867
MBP,-0.121
MBTD1,1.2820999999999998
MBTPS1,-7.881599999999999
MBTPS2,3.7447
MC1R,2.9951000000000003
MC2R,-1.6047
MC3R,-3.8316
MC4R,-2.8047
MC5R,-2.1472000000000007
MCAM,-1.8135
MCART1,0.5908000000000001
MCART2,1.2315
MCART3P,-2.6375
MCART6,-0.8062
MCAT,-2.6444
MCC,-4.1088
MCCC1,-2.537
MCCC2,3.2508000000000004
MCCD1,-1.8548
MCEE,0.0725
MCF2,-0.7122
MCF2L2,1.2141
MCF2L,-0.8927
MCFD2,0.9883
MCHR1,0.2607999999999999
MCHR2,-1.8673
MCL1,-0.1217
MCM10,5.3361
MCM2,5.065300000000001
MCM3,2.6488
MCM3AP,1.2654
MCM3APAS,2.9873
MCM4,7.0496
MCM5,2.1383
MCM6,5.3369
MCM7,1.8815
MCM8,5.2835
MCM9,1.0049
MCOLN1,-1.5479
MCOLN2,-0.5885
MCOLN3,-1.287
MCPH1,-3.9159
MCRS1,0.1057
MCTP1,-3.7834
MCTP2,2.134
MCTS1,5.085600000000001
MDC1,0.9072
MDFI,1.0948
MDFIC,1.1646
MDGA1,-1.7783
MDGA2,-0.6561
MDH1,2.2904
MDH1B,-0.2799
MDH2,2.9373
MDK,5.160300000000001
MDM1,0.9704000000000002
MDM2,-0.3746
MDM4,1.6331
MDN1,0.0778999999999999
MDP1,1.2734
MDS2,-0.8638
ME1,-1.8073
ME2,3.3965
ME3,2.636
MEA1,2.4897
MEAF6,-3.08
MECOM,-3.745
MECP2,-0.2547
MECR,3.8008
MED10,4.238300000000001
MED11,-1.8382
MED12,-0.0322
MED12L,-0.6408
MED13,2.8344000000000005
MED13L,0.0929999999999999
MED14,4.746700000000001
MED1,1.7334
MED15,-1.2838
MED16,1.8916
MED17,2.2048
MED18,0.6469999999999999
MED19,1.9313
MED20,2.0902
MED21,-0.8967
MED22,-0.339
MED23,1.2791
MED24,0.0713
MED25,-1.3988
MED26,-1.7043
MED27,-0.5533
MED28,0.5646999999999999
MED29,0.0654
MED30,0.5508
MED31,2.452
MED4,-3.2834
MED6,1.7122
MED7,1.4638
MED8,2.5368
MED9,-1.1917
MEF2A,-4.858799999999999
MEF2B,0.5716
MEF2C,1.595
MEF2D,-0.0247999999999999
MEFV,-3.2406
MEG3,-0.5456
MEG8,-4.928099999999999
MEGF10,0.9125
MEGF11,-0.883
MEGF6,-3.7895
MEGF8,-0.316
MEGF9,-4.626
MEI1,-0.6203
MEIG1,-0.201
MEIS1,-2.5919
MEIS2,-3.0336
MEIS3,5.011100000000001
MEIS3P1,-0.39
MELK,4.132900000000001
MEMO1,3.3839999999999995
MEN1,2.2301
MEOX1,-1.2492
MEOX2,-3.0421
MEP1A,-0.2217
MEP1B,-2.3965
MEPCE,-2.1369
MEPE,-0.8547
MERTK,0.2475
MESDC1,-2.4163
MESDC2,0.0039
MESP1,3.7395
MESP2,9.3139
MEST,1.4218
MESTIT1,0.3651999999999999
MET,5.3286
METAP1,2.5561
METAP2,0.1678
METRN,-0.4185
METRNL,-3.9789
METT10D,-0.1668
METT11D1,1.7794000000000003
METT5D1,1.2539
METTL10,-1.6236
METTL11A,0.4363
METTL11B,-6.126899999999999
METTL12,0.8494999999999999
METTL13,5.024900000000001
METTL1,2.6398
METTL14,-0.8292
METTL2A,5.411300000000001
METTL2B,1.7018
METTL3,1.818
METTL4,1.8955
METTL5,1.7544999999999995
METTL6,-1.1727000000000003
METTL7A,-8.8053
METTL7B,4.855500000000001
METTL8,0.4682999999999999
METTL9,0.9638
MEX3A,3.5855
MEX3B,0.5513999999999999
MEX3C,-0.8956
MEX3D,0.8784000000000001
MFAP1,-2.9826
MFAP2,-1.1391
MFAP3,1.2707
MFAP3L,-5.9087
MFAP4,-7.106
MFAP5,-1.4031
MFF,1.1689
MFGE8,0.7728000000000002
MFHAS1,-0.0579
MFI2,4.3248
MFN1,0.9869
MFN2,-1.0917
MFNG,-3.0976
MFRP,-2.3617
MFSD10,-1.4254
MFSD11,2.1772
MFSD1,-1.4888
MFSD2A,-4.2613
MFSD2B,0.7253
MFSD3,-1.3611
MFSD4,7.0055
MFSD5,2.9192
MFSD6,-0.9005
MFSD6L,1.7826
MFSD7,1.6894
MFSD8,0.3225
MFSD9,1.9206
MGA,0.7492999999999999
MGAM,-1.2286
MGAT1,-3.0057
MGAT2,0.3470999999999999
MGAT3,-7.6808
MGAT4A,-2.0878
MGAT4B,1.9221
MGAT4C,-2.4849
MGAT5,0.6187000000000001
MGAT5B,1.1513
MGC12916,0.1768
MGC12982,4.1858
FAM222A-AS1,2.462
MGC15885,-3.4691999999999994
MGC16025,-0.5131
MGC16121,2.0912
MGC16142,-1.5882
MGC16275,-0.7346
MGC16384,1.5398
TUBA3FP,-0.9976
MGC21881,-1.2244000000000002
MGC23270,3.0259
MGC23284,-1.3292
MGC26647,-0.1480132112414857
MGC27382,-3.4639
CENPBD1P1,-3.1179
MGC2889,7.9506
MGC29506,-0.5932
MGC34034,-3.1156
MGC3771,0.7407
MGC42105,-2.2095
MGC4473,-1.8636
TENM3-AS1,-1.6545
MGC57346,3.667
MGC70857,-0.7484
MGC72080,0.2002
STEAP1B,1.4962
MGEA5,0.5964
MGLL,2.092
MGMT,1.0944
MGP,-2.7987
MGRN1,2.5779
MGST1,3.7191
MGST2,-0.8183
MGST3,-2.7202
MIA2,-1.9381
MIA3,3.6349
MIA,-0.3812
MIAT,1.0634
MIB1,-0.4589
MIB2,-2.685
MICA,0.5852
MICAL1,-1.0913
MICAL2,1.6312
MICAL3,0.2252
MICALCL,-1.1758
MICALL1,-2.0758
MICALL2,7.313000000000001
MICB,-0.8137
MID1,-2.8967
MID1IP1,-1.711
MID2,1.8062
MIDN,0.7534000000000001
MIER1,1.196
MIER2,2.5716
MIER3,4.013200000000001
MIF,1.3865
MIF4GD,3.1672
MIIP,-0.2015
MIMT1,-0.9874
MINA,0.7150999999999998
MINK1,-1.9142
MINPP1,0.7789999999999999
MIOS,2.7736
MIOX,-0.9774
MIP,-1.2003
MIPEP,-1.068
MIPOL1,1.9446
MIR155HG,1.6808
MIR17HG,1.0265
MIS12,1.9545
MITD1,3.2036999999999995
MITF,-3.8767
MIXL1,-1.2754
MKI67,3.8602
MKI67IP,1.6168000000000002
MKKS,-0.8527
MKL1,-1.4937
MKL2,1.6586999999999998
MKLN1,0.0384999999999999
MKNK1,-0.737
MKNK2,-1.8567
MKRN1,2.7306
MKRN2,-1.4356
MKRN3,-1.7195
MKS1,1.9618
MKX,0.0962
MLANA,-2.3298
MLC1,-4.6754
MLEC,5.8324
MLF1,-0.6612
MLF1IP,3.5806
MLF2,-0.0173
MLH1,-0.7821
MLH3,-0.1704
MLKL,-2.2329
MLL2,0.1705999999999999
MLL3,-0.0882
MLL,1.2148
MLL4,0.8936999999999999
MLL5,-0.7616
MLLT10,-0.5176
MLLT11,0.0868999999999999
MLLT1,-0.9174
MLLT3,-2.2535
MLLT4,0.3474999999999999
MLLT6,1.4747
MLN,-0.1480132112414857
MLNR,-2.3794
MLPH,-4.6557
MLST8,0.5460000000000002
MLX,0.8006
MLXIP,0.2542999999999999
MLXIPL,-0.8388
MLYCD,-2.8749
MMAA,-0.6064
MMAB,-0.3679
MMACHC,2.1021
MMADHC,0.6828
MMD2,-0.1480132112414857
MMD,3.8631000000000006
MME,-5.4537
MMEL1,-1.7776000000000003
MMGT1,3.736
MMP10,2.7881
MMP11,2.6223
MMP12,3.1708
MMP13,3.4172
MMP1,1.8385
MMP14,-1.0047
MMP15,3.0583
MMP16,0.7360000000000001
MMP17,4.250300000000001
MMP19,-1.53
MMP20,-9.2018
MMP21,-2.8131
MMP23A,-3.7669
MMP23B,-4.917299999999999
MMP24,5.2765
MMP2,-2.9073
MMP25,-1.3724
MMP26,-4.8598
MMP27,-1.6487
MMP28,-2.3854
MMP3,-0.906
MMP7,0.8900999999999999
MMP8,2.252
MMP9,0.714
MMRN1,-2.6898
MMRN2,-4.7209
MMS19,-0.6973
MN1,-1.9406
MNAT1,3.0876
MND1,3.4918000000000005
MNDA,-1.6002
MNS1,0.0461
MNT,0.4413
MNX1,4.7452000000000005
MOAP1,-4.0735
MOB2,-3.1307
MOBKL1A,-2.3744
MOBKL1B,1.6266000000000005
MOBKL2A,-1.6804
MOBKL2B,-2.7902
MOBKL2C,-4.354899999999999
MOBKL3,-0.3085
MOBP,-0.2399
MOCOS,5.398
MOCS1,-5.1084
MOCS2,1.1422
MOCS3,-0.3496
MOG,-2.5336
MOGAT1,-1.922
MOGAT2,-1.9469
MOGAT3,-0.1480132112414857
MOGS,3.4093
MON1A,-2.2012
MON1B,-2.1462
MON2,0.94
MORC1,-2.8359
MORC2,2.5774
MORC3,-0.3596
MORC4,2.5791
MORF4,-2.7295
MORF4L1,-2.8163
MORF4L2,4.484300000000001
MORN1,0.3662000000000001
MORN2,1.6636000000000002
MORN3,0.0064
MORN4,1.0273
MORN5,-0.142
MOS,-0.1480132112414857
MOSC1,-4.4861
MOSC2,-9.6883
MOSPD1,2.4982
MOSPD2,-1.0737
MOSPD3,-0.3614
MOV10,3.4884000000000004
MOV10L1,-0.3653
MOXD1,-1.7909
MPDU1,-0.3616
MPDZ,-2.2641
MPEG1,-2.3154
MPG,1.3773
MPHOSPH10,1.8828
MPHOSPH6,-1.773
MPHOSPH8,-1.9806
MPHOSPH9,3.0904
MPI,3.0516000000000005
MPL,-2.6178
MPND,0.8491
MPO,-1.6364
MPP1,-0.494
MPP2,3.6471
MPP3,1.0487
MPP4,1.7114999999999998
MPP5,1.1936
MPP6,2.0308
MPP7,0.6498
MPPE1,-1.0137
MPPED1,3.5242000000000004
MPPED2,-1.4564
MPRIP,-2.6573
MPST,-2.4156
MPV17,0.0569999999999999
MPV17L,2.4399
MPV17L2,-0.1102
MPZ,1.5015999999999998
MPZL1,6.6038
MPZL2,4.1861
MPZL3,3.9659
MR1,3.4084
MRAP2,-2.7837
MRAP,-1.6605
MRAS,-2.5306
MRC1,-1.8197
MRC2,-2.6063
MRE11A,2.6816
MREG,0.5788
MRFAP1,-3.8018
MRFAP1L1,-0.8402
MRGPRD,-4.6546
MRGPRE,-2.3264
MRGPRF,-4.5785
MRGPRG,-0.1480132112414857
MRGPRX1,-0.1480132112414857
MRGPRX2,-2.082
MRGPRX3,-3.6196
MRGPRX4,-6.2544
MRI1,1.4465
MRM1,2.7289
MRO,-0.0259
MRP63,-1.5455
MRPL10,2.1391
MRPL11,1.9096
MRPL12,1.9349000000000005
MRPL13,2.1565
MRPL14,0.2754
MRPL15,3.3751
MRPL1,0.3241
MRPL16,1.5351
MRPL17,1.7406
MRPL18,0.1181
MRPL19,5.3302
MRPL20,-1.519
MRPL21,2.1474
